--------------------------------------------------------------------------------------------------------------------
Turbine Test for Reduced number of cycles
Scenarios: 10
Turbines: 3
Time Limit: 172800
Max Gap: 0.05
-------------------------------------
Status: Unfinished
Profit = 119727
Gap: 72.2424 %
-------------------------------------
 Cycle Period    Power(1)   SoldDA(1)   SoldRT(1)    Power(2)   SoldDA(2)   SoldRT(2)    Power(3)   SoldDA(3)   SoldRT(3)    Power(4)   SoldDA(4)   SoldRT(4)    Power(5)   SoldDA(5)   SoldRT(5)    Power(6)   SoldDA(6)   SoldRT(6)    Power(7)   SoldDA(7)   SoldRT(7)    Power(8)   SoldDA(8)   SoldRT(8)    Power(9)   SoldDA(9)   SoldRT(9)    Power(10)   SoldDA(10)   SoldRT(10)
  1060     12     6.65486     0.00000     3.32743     6.63843     0.00000     3.31922     6.65486     3.32743     0.00000     6.63843     0.23502     3.08419     7.01271     1.79153     1.71482     6.63843     0.00000     3.31922     6.65486     0.00000     3.32743     7.01271     0.00000     3.50636     6.63843     0.00000     3.31922     6.63843     0.00000     3.31922
  1061      5     0.83747     0.00000     0.41874     0.47492     0.00105     0.23641     0.83747     0.41874     0.00000     0.83747     0.00000     0.41874     0.70807     0.30577     0.04826     1.06210     0.11691     0.41414     0.83747     0.31111     0.10763     0.83747     0.00000     0.41874     0.83747     0.02120     0.39753     1.08766     0.00000     0.54383
  1061      6     2.01977     0.06191     0.94797     0.00000     0.00000     0.00000     2.01977     0.00000     1.00988     1.69708     0.84854     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     2.12612     0.23838     0.82468     1.69708     0.00000     0.84854     2.01977     0.00000     1.00988
  1061      7     3.17993     1.58997     0.00000     3.17993     1.46297     0.12699     2.98899     1.49449     0.00000     3.17993     1.49615     0.09382     3.17993     1.49432     0.09564     2.98899     1.49441     0.00008     3.17993     1.50519     0.08478     3.17993     0.00707     1.58290     3.17993     1.00358     0.58638     2.98899     1.49449     0.00000
  1061      8     4.57218     2.28609     0.00000     4.57218     2.10320     0.18289     4.57218     2.28609     0.00000     4.57218     2.28609     0.00000     4.57218     2.28609     0.00000     4.57218     2.28609    -0.00000     4.57218     2.28609     0.00000     4.57218     0.01016     2.27593     4.57218     1.44278     0.84331     4.57218     2.28609     0.00000
  1061      9     3.94416     1.94909     0.02299     3.94722     1.97361     0.00000     3.94722     1.34444     0.62917     2.68888     0.35045     0.99399     2.68888     1.34444     0.00000     2.68888     0.00000     1.34444     2.68888     1.34444     0.00000     3.94722     1.34444     0.62917     2.87445     1.36375     0.07348     3.94416     0.37434     1.59774
  1061     10     6.95035     0.00000     3.47518     6.95035     0.00000     3.47518     6.95035     3.47518     0.00000     6.95035     1.12888     2.34630     6.95035     3.41195     0.06322     6.95035     0.00000     3.47518     6.95035     0.00492     3.47026     6.40009     0.48260     2.71744     6.95035     0.00000     3.47518     6.95035     1.20585     2.26933
  1061     11     7.68303     1.85194     1.98957     7.68303     0.00000     3.84151     7.68303     1.10399     2.73753     7.68303     0.00000     3.84151     7.68303     1.47339     2.36812     7.68303     3.84151     0.00000     7.68303     3.84151     0.00000     7.68303     0.00000     3.84151     7.68303     0.00000     3.84151     7.68303     0.79065     3.05087
  1061     12     8.05422     1.94142     2.08569     7.96563     2.94380     1.03901     7.96563     1.15732     2.82549     8.05422     4.02711     0.00000     7.96563     3.77725     0.20556     7.96563     2.91060     1.07221     8.05422     4.02711     0.00000     8.05422     2.58037     1.44674     8.05422     0.05731     3.96980     8.05422     4.02711     0.00000
  1062      5     1.15436     0.00000     0.57718     1.15436     0.37383     0.20335     1.15436     0.00000     0.57718     1.15436     0.00000     0.57718     1.15436     0.06478     0.51240     1.15436     0.57718     0.00000     1.15436     0.00000     0.57718     1.15436     0.00000     0.57718     1.15436     0.00000     0.57718     1.15436     0.00000     0.57718
  1062      6     0.75625     0.37156     0.00657     0.75766     0.37855     0.00028     0.75625     0.34755     0.03058     0.75625     0.08972     0.28840     0.75625     0.37812     0.00000     0.75766     0.37883     0.00000     0.75625     0.00507     0.37305     0.75766     0.37812     0.00071     0.75766     0.00507     0.37376     0.75625     0.37812    -0.00000
  1062      7     3.36084     0.00000     1.68042     3.36489     0.00000     1.68245     3.36489     0.96822     0.71423     3.36489     0.00000     1.68245     3.36489     0.99196     0.69049     3.36084     1.68042     0.00000     3.36084     0.00000     1.68042     3.36489     0.00000     1.68245     3.36489     0.00000     1.68245     3.36084     0.00000     1.68042
  1062      8     4.89084     0.00000     2.44542     4.89084     1.19973     1.24569     4.89084     2.44542     0.00000     4.89084     0.08021     2.36522     4.89084     2.44542    -0.00000     4.89084     2.44542     0.00000     4.89084     1.72608     0.71934     4.89084     0.00000     2.44542     4.89084     0.00000     2.44542     4.89084     1.41696     1.02846
  1062      9     4.62956     0.00000     2.31478     4.62956     0.00000     2.31478     5.39065     0.00000     2.69532     5.03862     0.00000     2.51931     5.03862     0.00000     2.51931     5.03862     0.00000     2.51931     5.03862     0.00000     2.51931     5.39065     0.00000     2.69532     4.62956     0.00000     2.31478     4.62956     0.00000     2.31478
  1062     10     7.32538     3.61083     0.05186     7.32538     3.59281     0.06989     7.04782     0.00000     3.52391     7.32538     0.00000     3.66269     7.04782     0.00000     3.52391     7.32538     2.98055     0.68214     7.04782     0.78201     2.74190     7.32538     0.22542     3.43727     7.04782     0.00000     3.52391     7.32538     3.66269     0.00000
  1062     11     8.08621     3.72650     0.31661     8.08621     2.83923     1.20387     8.08621     0.78868     3.25443     8.08621     3.82525     0.21786     8.08621     0.00617     4.03693     7.96563     0.00000     3.98281     7.96563     3.98281     0.00000     8.08621     0.00000     4.04310     8.08621     0.00000     4.04310     8.08621     3.03552     1.00759
  1062     12     8.51470     3.98336     0.27399     7.96563     3.03494     0.94787     8.51470     0.84304     3.41431     8.51470     4.25735     0.00000     8.51470     2.80779     1.44956     8.51470     0.00000     4.25735     8.51470     4.25735     0.00000     8.51470     0.00000     4.25735     8.51470     0.00000     4.25735     8.51470     3.95760     0.29975
  1063      5     0.00000     0.00000     0.00000     0.92081     0.00000     0.46040     0.00000     0.00000     0.00000     0.92081     0.00000     0.46040     0.51659     0.00000     0.25829     0.92081     0.00000     0.46040     0.92081     0.00000     0.46040     0.92081     0.00000     0.46040     1.21266     0.00000     0.60633     1.06210     0.00000     0.53105
  1063      6     1.11393     0.00000     0.55696     1.11393     0.00000     0.55696     1.11393     0.55696     0.00000     1.11393     0.31471     0.24226     1.11393     0.55679     0.00017     1.11393     0.00346     0.55351     1.11393     0.55696     0.00000     1.11393     0.55696     0.00000     1.11393     0.00000     0.55696     2.39943     0.45477     0.74494
  1063      7     3.52155     0.00000     1.76078     3.52155     0.00000     1.76078     3.52155     0.23018     1.53060     3.52155     0.00000     1.76078     3.52155     0.24985     1.51092     3.52155     0.00000     1.76078     3.52155     1.76078     0.00000     3.52155     0.00000     1.76078     3.52155     0.00000     1.76078     3.52155     0.00000     1.76078
  1063      8     5.15676     0.00000     2.57838     5.15676     0.00000     2.57838     5.15676     0.33706     2.24132     5.15676     0.00000     2.57838     5.15676     0.36587     2.21251     5.15676     0.00000     2.57838     5.15676     2.57838     0.00000     5.15676     0.00000     2.57838     5.15676     0.00000     2.57838     5.15676     0.00000     2.57838
  1063      9     6.53513     0.00000     3.26757     5.24962     0.85237     1.77244     5.24962     2.62481     0.00000     6.53513     2.51275     0.75482     5.63907     2.45512     0.36441     5.25334     1.98158     0.64508     6.53513     3.26757     0.00000     6.53513     0.00000     3.26757     5.24962     0.00000     2.62481     5.62846     0.08742     2.72681
  1063     10     7.62932     0.00000     3.81466     7.62932     1.30121     2.51345     7.62932     3.81466    -0.00000     7.62932     3.81466     0.00000     7.62932     3.74793     0.06673     7.62932     3.02504     0.78962     7.62932     3.81466     0.00000     7.62932     0.00000     3.81466     7.62932     0.00000     3.81466     7.62932     0.13346     3.68120
  1063     11     8.46167     4.23084     0.00000     8.46167     4.23084     0.00000     8.46167     3.98792     0.24292     8.46167     3.33001     0.90082     8.46167     4.23084     0.00000     8.46167     4.23084     0.00000     8.46167     4.23084     0.00000     8.46167     4.23084     0.00000     8.46167     0.00000     4.23084     8.46167     4.23084     0.00000
  1063     12     8.86587     4.43293     0.00000     8.86587     4.43293     0.00000     8.86587     4.17841     0.25452     8.86587     3.48908     0.94385     8.86587     4.43293     0.00000     8.86587     4.43293     0.00000     8.86587     4.43293     0.00000     8.86587     4.43293     0.00000     8.86587     0.00000     4.43293     8.86587     4.43293     0.00000
  1064      5     1.28048     0.00000     0.64024     1.28048     0.00000     0.64024     0.00000     0.00000     0.00000     1.28048     0.00000     0.64024     1.28048     0.00000     0.64024     0.00000     0.00000     0.00000     1.28048     0.00000     0.64024     0.96602     0.00000     0.48301     1.28048     0.00000     0.64024     1.28048     0.00000     0.64024
  1064      6     2.55921     0.00000     1.27960     2.55921     0.78225     0.49735     2.00585     0.76531     0.23761     2.55921     0.27077     1.00883     2.55921     1.27960     0.00000     2.55921     0.37689     0.90271     1.06210     0.53105    -0.00000     2.55921     0.85846     0.42114     2.40957     0.72656     0.47823     1.06210     0.53105     0.00000
  1064      7     3.73688     0.00000     1.86844     3.73688     1.63124     0.23720     3.73688     1.68695     0.18150     3.73688     0.03923     1.82921     3.73688     1.86844     0.00000     3.73688     0.21718     1.65127     3.73688     1.17057     0.69787     3.73688     1.86844     0.00000     3.73688     1.45789     0.41055     3.73688     0.49917     1.36927
  1064      8     1.34444     0.67222     0.00000     5.55366     0.58702     2.18982     2.65482     0.00000     1.32741     5.55366     1.80345     0.97338     2.65482     0.71984     0.60756     5.55366     0.61390     2.16293     5.55366     1.55479     1.22204     5.55366     1.87778     0.89905     1.34444     0.67222     0.00000     1.34444     0.67222     0.00000
  1064      9     5.97484     1.04959     1.93782     5.97484     2.98742     0.00000     6.03662     0.00000     3.01831     5.97484     2.98742     0.00000     5.97484     2.98742     0.00000     5.97484     2.98742     0.00000     5.97484     2.42763     0.55978     5.97484     2.98742     0.00000     5.97484     2.98742     0.00000     5.97484     2.98742     0.00000
  1064     10     8.22790     2.87146     1.24249     8.22790     3.30461     0.80934     8.22790     3.37162     0.74233     8.22790     4.11395     0.00000     8.22790     2.25403     1.85992     7.96563     0.15136     3.83146     8.22790     3.65279     0.46116     8.22790     4.11395     0.00000     8.22790     2.06959     2.04436     8.19521     4.09761     0.00000
  1064     11     9.21875     3.23008     1.37929     9.21875     3.70257     0.90680     9.21875     3.77765     0.83172     9.21875     4.60937     0.00000     9.21875     2.53555     2.07383     9.21875     0.16958     4.43979     9.21875     4.09267     0.51670     9.21875     4.60937     0.00000     9.21875     2.31882     2.29056     9.21875     4.60937     0.00000
  1064     12     9.67905     4.83953     0.00000     9.67905     3.70487     1.13466     9.67905     0.00000     4.83953     9.67905     4.83953     0.00000     9.67905     2.64544     2.19409     9.67905     0.88535     3.95418     9.67905     1.40434     3.43519     9.67905     2.40860     2.43093     9.67905     0.17523     4.66429     9.67905     1.42935     3.41017
  1065      5     1.36859     0.68430     0.00000     1.02476     0.45356     0.05882     1.36859     0.00000     0.68430     1.02476     0.00000     0.51238     1.36859     0.00000     0.68430     1.36859     0.21493     0.46937     0.00000     0.00000     0.00000     1.36859     0.00000     0.68430     1.36859     0.00000     0.68430     1.36859     0.00000     0.68430
  1065      6     2.75588     1.37794     0.00000     2.75588     1.37794     0.00000     2.75588     1.37794     0.00000     2.75588     1.37794     0.00000     2.75588     1.37794     0.00000     2.75588     1.37794     0.00000     2.75588     1.37794    -0.00000     2.75588     1.37794     0.00000     2.75588     1.37794     0.00000     2.75588     1.37794     0.00000
  1065      7     3.99100     1.99550     0.00000     3.99100     1.99550     0.00000     3.99100     1.99550     0.00000     3.99100     1.99550     0.00000     3.99100     1.99550     0.00000     3.99100     1.99550     0.00000     3.99100     1.99550     0.00000     3.99100     1.99550     0.00000     3.99100     1.99550    -0.00000     3.99100     1.99550    -0.00000
  1065      8     2.68888     1.34444     0.00000     3.89579     0.86676     1.08114     2.68888     0.00000     1.34444     3.89579     0.42189     1.52601     3.89579     0.00000     1.94790     3.89579     1.16790     0.77999     3.90333     1.95167     0.00000     3.89579     0.12552     1.82238     2.68888     0.00000     1.34444     2.68888     0.00000     1.34444
  1065      9     7.53896     3.76948     0.00000     7.53896     2.43017     1.33931     7.53896     0.00000     3.76948     7.53896     0.00000     3.76948     7.53896     0.00000     3.76948     7.53896     3.27452     0.49496     7.53896     0.00000     3.76948     7.53896     0.00000     3.76948     7.21744     0.00000     3.60872     7.53896     0.00000     3.76948
  1065     10     8.96548     4.48274     0.00000     8.96548     4.48274     0.00000     8.96548     4.48274     0.00000     8.96548     4.48274     0.00000     8.96548     4.48274     0.00000     8.96548     4.48274     0.00000     8.96548     4.01611     0.46663     8.96548     0.00047     4.48227     8.96548     4.48274     0.00000     8.96548     4.48274     0.00000
  1065     11    10.02264     3.01654     1.99478    10.02264     3.44435     1.56697    10.02264     0.25851     4.75281    10.02264     0.71714     4.29419    10.02264     0.15214     4.85918    10.02264     5.01132     0.00000    10.02264     4.48967     0.52165    10.02264     0.00053     5.01079    10.02264     5.01132     0.00000    10.02264     5.01132     0.00000
  1065     12    10.53014     5.26507     0.00000    10.53014     3.76076     1.50431    10.53014     5.26507     0.00000    10.53014     5.26507     0.00000    10.53014     5.26507     0.00000    10.53014     5.26507     0.00000    10.53014     5.26507     0.00000    10.53014     5.26507     0.00000    10.53014     0.00000     5.26507    10.53014     0.00000     5.26507
  1066      5     1.41110     0.08334     0.62222     1.05310     0.21860     0.30795     1.41110     0.08334     0.62222     1.05310     0.00133     0.52522     1.06210     0.53105     0.00000     1.41110     0.70555     0.00000     1.41110     0.61652     0.08904     1.41110     0.00841     0.69714     1.41110     0.57277     0.13278     1.41110     0.70555     0.00000
  1066      6     2.85425     0.00000     1.42713     2.21620     0.00000     1.10810     2.85425     0.00000     1.42713     2.67513     0.00000     1.33756     2.85425     0.00000     1.42713     2.85425     0.00000     1.42713     2.85425     0.00000     1.42713     2.85425     0.00000     1.42713     2.85425     0.00000     1.42713     2.85425     0.00000     1.42713
  1066      7     4.11884     2.05942     0.00000     4.11884     2.05942     0.00000     4.11884     2.05942     0.00000     4.11884     1.01305     1.04637     4.11884     2.01943     0.03999     4.11884     0.06665     1.99277     4.11884     1.08281     0.97661     4.11884     0.00000     2.05942     4.11884     0.63913     1.42029     4.11884     1.74739     0.31203
  1066      8     4.93722     0.00000     2.46861     4.52334     0.00000     2.26167     4.93722     0.00000     2.46861     4.52334     0.00000     2.26167     5.29924     0.00000     2.64962     4.52334     0.00000     2.26167     4.93722     0.00000     2.46861     4.52334     0.00000     2.26167     5.29924     0.00000     2.64962     5.29924     0.00000     2.64962
  1066      9     7.79314     3.89657    -0.00000     7.79314     3.89657     0.00000     7.79314     3.89657    -0.00000     7.79314     3.11356     0.78301     7.79314     3.45153     0.44503     7.79314     0.00839     3.88818     7.79314     3.89657     0.00000     7.79314     0.00000     3.89657     7.79314     3.16392     0.73265     7.79314     3.60325     0.29332
  1066     10     9.30566     0.00000     4.65283     9.30566     0.00000     4.65283     9.30566     0.00000     4.65283     9.30566     0.00000     4.65283     9.30566     0.00000     4.65283     9.30566     0.00000     4.65283     9.30566     4.65283     0.00000     9.30566     1.28842     3.36441     9.30566     0.00000     4.65283     9.30566     0.87742     3.77541
  1066     11    10.37265     0.00000     5.18632    10.37265     0.00000     5.18632    10.37265     0.00000     5.18632    10.37265     0.00000     5.18632    10.37265     0.00000     5.18632    10.37265     0.00000     5.18632    10.37265     5.18632     0.00000    10.37265     1.43615     3.75018    10.37265     0.00000     5.18632    10.37265     0.97803     4.20830
  1066     12    10.87448     0.00000     5.43724    10.87448     0.74298     4.69426    10.87448     0.00000     5.43724    10.87448     5.43724     0.00000    10.87448     5.20978     0.22746    10.87448     0.30395     5.13330    10.87448     0.01579     5.42145    10.87448     0.15787     5.27937    10.87448     3.68111     1.75613    10.87448     0.00000     5.43724
  1067      5     1.45635     0.72818     0.00000     1.45635     0.00000     0.72818     1.08327     0.00000     0.54163     0.35403     0.00000     0.17702     1.45635     0.00000     0.72818     1.45635     0.00000     0.72818     1.45635     0.09029     0.63789     1.08327     0.00000     0.54163     0.59782     0.13544     0.16347     1.45635     0.00000     0.72818
  1067      6     2.76262     1.38131     0.00000     2.95146     0.00000     1.47573     2.24056     0.00000     1.12028     2.95146     0.00000     1.47573     2.95146     0.00000     1.47573     2.95146     0.00000     1.47573     2.95146     0.17128     1.30446     2.24056     0.00000     1.12028     2.95146     0.25691     1.21882     2.95146     0.00000     1.47573
  1067      7     4.23902     2.11951     0.00000     4.23902     0.00000     2.11951     4.23902     0.00000     2.11951     4.23902     1.24225     0.87726     4.23902     0.12807     1.99144     4.23902     0.87726     1.24225     4.23902     2.11951     0.00000     4.23902     0.00000     2.11951     4.23902     2.05548     0.06403     4.23902     2.11951    -0.00000
  1067      8     5.46446     2.73223     0.00000     5.46446     0.00000     2.73223     5.08271     0.00000     2.54135     4.64627     1.25178     1.07135     5.46446     0.12905     2.60318     5.46446     0.88399     1.84824     5.08271     2.21368     0.32767     5.08271     0.00000     2.54135     4.14248     2.07124     0.00000     5.08271     2.32102     0.22033
  1067      9     7.96563     3.98281     0.00000     7.96563     3.98281     0.00000     8.01400     3.98281     0.02418     7.96563     3.98281     0.00000     7.96563     3.98281     0.00000     8.01400     3.98281     0.02418     7.96563     3.98281     0.00000     7.96563     3.98281     0.00000     7.96563     3.98281     0.00000     8.01400     3.98281     0.02418
  1067     10     9.59360     4.79680     0.00000     9.59360     0.00000     4.79680     9.59360     4.78642     0.01038     9.59360     0.00000     4.79680     9.59360     4.79680     0.00000     9.59360     0.00000     4.79680     9.59360     4.43356     0.36324     9.59360     4.79680     0.00000     9.59360     2.15036     2.64644     9.59360     0.01245     4.78434
  1067     11    10.65774     5.32887    -0.00000    10.65774     0.00000     5.32887    10.65774     5.32887    -0.00000    10.65774     4.30795     1.02092    10.65774     5.32887    -0.00000    10.65774     4.49482     0.83405    10.65774     5.32887     0.00000    10.65774     5.32887     0.00000    10.65774     5.32887     0.00000    10.65774     5.32887    -0.00000
  1067     12    11.14140     5.57070    -0.00000    11.14140     0.00000     5.57070    11.14140     1.97047     3.60023    11.14140     4.50344     1.06725    11.14140     1.26532     4.30538    11.14140     4.69880     0.87190    11.14140     5.57070     0.00000    11.14140     0.00659     5.56411    11.14140     5.57070     0.00000    11.14140     5.57070    -0.00000
  1068      5     1.50227     0.00000     0.75114     1.06210     0.00000     0.53105     1.50227     0.00000     0.75114     1.06210     0.00000     0.53105     1.06210     0.00000     0.53105     1.50227     0.00000     0.75114     0.00000     0.00000     0.00000     1.50227     0.00000     0.75114     1.50227     0.00000     0.75114     1.50227     0.00000     0.75114
  1068      6     3.06097     1.53048     0.00000     3.06097     0.27805     1.25243     2.26874     0.00000     1.13437     3.06097     1.53048     0.00000     3.06097     0.00000     1.53048     3.06097     1.47056     0.05992     2.86118     1.00012     0.43047     3.06097     0.00000     1.53048     3.06097     0.00000     1.53048     3.06097     1.29561     0.23488
  1068      7     4.85444     2.42722     0.00000     4.85444     0.00000     2.42722     4.85444     0.00000     2.42722     4.85444     0.00000     2.42722     4.85444     0.00000     2.42722     4.85444     0.00000     2.42722     4.85444     1.42472     1.00250     4.85444     0.00000     2.42722     4.85444     0.00000     2.42722     4.85444     0.54867     1.87856
  1068      8     6.70968     3.35484     0.00000     6.70968     0.00000     3.35484     6.70968     0.00000     3.35484     6.70968     0.00000     3.35484     6.70968     0.00000     3.35484     5.27441     0.00000     2.63720     6.70968     1.96921     1.38563     5.27441     0.00000     2.63720     6.70968     0.00000     3.35484     6.70968     0.75835     2.59649
  1068      9     8.33574     3.33279     0.83508     7.96563     3.98281     0.00000     7.96563     0.23024     3.75258     8.33574     2.93926     1.22861     8.33574     0.00000     4.16787     8.33574     4.16787     0.00000     7.96563     0.81921     3.16360     8.33574     0.78531     3.38257     8.33574     3.46498     0.70289     8.33574     0.04261     4.12526
  1068     10    10.07128     4.02669     1.00894    10.07128     0.00000     5.03564    10.07128     0.00000     5.03564    10.07128     0.00000     5.03564    10.07128     0.00000     5.03564    10.07128     5.03564     0.00000    10.07128     0.98977     4.04586    10.07128     0.00000     5.03564    10.07128     0.00000     5.03564    10.07128     0.00000     5.03564
  1068     11    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533    11.19067     0.00000     5.59533
  1068     12    11.71644     0.00000     5.85822    11.71644     4.27489     1.58333    11.71644     1.56830     4.28992    11.71644     5.85822     0.00000    11.71644     0.00000     5.85822    11.71644     0.00000     5.85822    11.71644     0.15000     5.70822    11.71644     2.73563     3.12259    11.71644     1.81161     4.04660    11.71644     0.00000     5.85822
  1069      4     0.35484     0.04401     0.13341     0.35403     0.09689     0.08012     0.35403     0.00316     0.17386     0.35403     0.10648     0.07053     0.35403     0.17330     0.00371     0.35484     0.00000     0.17742     0.35403     0.17702     0.00000     0.35403     0.17702     0.00000     0.35403     0.01926     0.15776     0.35403     0.15679     0.02023
  1069      5     1.54639     0.04994     0.72326     1.54639     0.53753     0.23566     1.06210     0.53105     0.00000     1.06210     0.39098     0.14007     1.54639     0.54751     0.22569     1.06210     0.53105     0.00000     1.06210     0.00000     0.53105     1.06210     0.13114     0.39991     1.06210     0.00000     0.53105     1.54639     0.00000     0.77319
  1069      6     3.16574     0.13896     1.44391     3.16574     1.56187     0.02100     2.95548     1.47774     0.00000     2.26874     1.08797     0.04640     3.16574     1.52956     0.05331     3.16574     1.58287     0.00000     3.16574     0.00000     1.58287     2.71089     0.36492     0.99053     2.95548     0.00000     1.47774     2.95548     0.00000     1.47774
  1069      7     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120     5.06241     0.00000     2.53120
  1069      8     6.96948     0.00000     3.48474     6.96948     0.00000     3.48474     6.96948     0.00000     3.48474     6.96948     0.00000     3.48474     6.96948     0.00000     3.48474     6.96948     0.00000     3.48474     6.96948     0.00000     3.48474     5.90283     0.00000     2.95141     6.96948     0.00000     3.48474     6.96948     0.00000     3.48474
  1069      9     8.82536     0.00000     4.41268     8.82536     0.99951     3.41317     8.82536     0.78564     3.62704     8.82536     0.00000     4.41268     8.82536     0.00000     4.41268     8.82536     4.41268     0.00000     8.82536     0.00000     4.41268     8.77039     0.00000     4.38520     8.82536     0.00000     4.41268     8.82536     0.00000     4.41268
  1069     10    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758    10.51515     0.00000     5.25758
  1069     11    11.68384     0.85398     4.98794    11.68384     5.84192     0.00000    11.68384     3.96632     1.87559    11.68384     0.64474     5.19718    11.68384     5.84192     0.00000    11.68384     0.26933     5.57259    11.68384     4.71639     1.12553    11.68384     2.32387     3.51805    11.68384     0.98915     4.85277    11.68384     0.00143     5.84049
  1069     12    12.24794     0.00000     6.12397    12.24794     6.12397     0.00000    12.24794     0.00000     6.12397    12.24794     0.67587     5.44810    12.24794     0.00000     6.12397    12.24794     0.28233     5.84164    12.24794     4.94410     1.17987    12.24794     2.43607     3.68790    12.24794     1.03691     5.08706    12.24794     0.00150     6.12247
  1070      5     1.06210     0.00727     0.52378     1.06210     0.52401     0.00704     1.06210     0.00000     0.53105     1.06210     0.22375     0.30730     1.06210     0.51956     0.01149     1.06210     0.53105    -0.00000     1.06210     0.00000     0.53105     1.06210     0.53105     0.00000     1.06210     0.00000     0.53105     1.06210     0.53105     0.00000
  1070      6     3.21887     0.00000     1.60943     3.21887     0.83981     0.76962     3.21887     0.00000     1.60943     3.21887     0.00000     1.60943     3.21887     0.00000     1.60943     3.21887     1.60943     0.00000     3.21887     0.00000     1.60943     3.21887     0.00000     1.60943     3.21887     0.00000     1.60943     3.21887     0.56340     1.04604
  1070      7     5.16269     1.02264     1.55870     5.16269     2.58135     0.00000     5.16269     1.26181     1.31954     5.16269     2.58135    -0.00000     5.16269     2.58135     0.00000     5.16269     2.58135     0.00000     5.16269     0.00000     2.58135     5.16269     2.58135    -0.00000     5.16269     2.58135     0.00000     5.16269     2.58135     0.00000
  1070      8     7.08959     0.02664     3.51816     7.08959     0.00000     3.54479     7.08959     3.54479     0.00000     7.08959     0.00000     3.54479     7.08959     3.32283     0.22197     7.08959     3.54479     0.00000     7.08959     0.00000     3.54479     7.08959     2.21300     1.33179     7.08959     3.32283     0.22197     7.08959     3.54479     0.00000
  1070      9     8.99238     0.03193     4.46426     8.99238     0.21955     4.27664     8.99238     4.28758     0.20861     8.99238     4.03880     0.45739     8.99238     3.98281     0.51338     8.99238     4.33059     0.16560     8.99238     4.49619     0.00000     8.99238     2.65255     1.84364     7.96563     3.98281     0.00000     8.99238     4.49619     0.00000
  1070     10    10.69314     0.00000     5.34657    10.69314     0.24084     5.10574    10.69314     0.00000     5.34657    10.69314     5.08428     0.26229    10.69314     0.00000     5.34657    10.69314     0.14450     5.20207    10.69314     1.63539     3.71118    10.69314     1.25235     4.09422    10.69314     5.34657     0.00000    10.69314     0.00000     5.34657
  1070     11    11.86424     5.62051     0.31161    11.86424     5.93212     0.00000    11.86424     3.53157     2.40055    11.86424     4.93819     0.99393    11.86424     0.00000     5.93212    11.86424     5.93212     0.00000    11.86424     1.58840     4.34372    11.86424     5.93212     0.00000    11.86424     5.93212     0.00000    11.86424     0.01154     5.92058
  1070     12    12.42226     2.66082     3.55031    12.42226     0.00000     6.21113    12.42226     0.00000     6.21113    12.42226     6.21113     0.00000    12.42226     0.00000     6.21113    12.42226     4.58224     1.62889    12.42226     1.29164     4.91949    12.42226     2.50812     3.70301    12.42226     0.44665     5.76448    12.42226     0.00000     6.21113
