--------------------------------------------------------------------------------------------------------------------
Scenarios: 10
Turbines: 1
Cycles: 17
Time Limit: 600
-------------------------------------
Status: Unfinished
Profit = 14863.4
Gap: 36.5589 %
-------------------------------------
 Cycle Period    Power(1)   SoldDA(1)   SoldRT(1)    Power(2)   SoldDA(2)   SoldRT(2)    Power(3)   SoldDA(3)   SoldRT(3)    Power(4)   SoldDA(4)   SoldRT(4)    Power(5)   SoldDA(5)   SoldRT(5)    Power(6)   SoldDA(6)   SoldRT(6)    Power(7)   SoldDA(7)   SoldRT(7)    Power(8)   SoldDA(8)   SoldRT(8)    Power(9)   SoldDA(9)   SoldRT(9)    Power(10)   SoldDA(10)   SoldRT(10)
    11     12  1.78464  0.89232  0.00000  1.78464  0.77852  0.11380  1.78464  0.00000  0.89232  1.78464  0.89232 -0.00000  1.78464  0.89232 -0.00000  1.78464  0.78886  0.10346  1.78464  0.89232  0.00000  1.78464  0.89232  0.00000  1.78464  0.89232  0.00000  1.78464  0.89232  0.00000
    12      6  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447  0.36894  0.00000  0.18447
    12      7  0.51220  0.00471  0.25139  0.51220  0.00000  0.25610  0.51220  0.25610  0.00000  0.51220  0.25610 -0.00000  0.51220  0.25610 -0.00000  0.51220  0.24353  0.01257  0.51220  0.25610 -0.00000  0.51220  0.25610  0.00000  0.51220  0.25610 -0.00000  0.51220  0.25610  0.00000
    12      8  0.65797  0.00000  0.32899  0.65797  0.00000  0.32899  0.65797  0.00000  0.32899  0.65797  0.09767  0.23132  0.65797  0.32899  0.00000  0.65797  0.01542  0.31357  0.65797  0.32385  0.00514  0.65797  0.22104  0.10795  0.65797  0.32899 -0.00000  0.65797  0.32899  0.00000
    12      9  0.79628  0.11756  0.28058  0.79628  0.34268  0.05546  0.79628  0.00000  0.39814  0.79628  0.29371  0.10443  0.79628  0.03679  0.36135  0.79628  0.39814  0.00000  0.79628  0.00653  0.39162  0.79628  0.13707  0.26108  0.79628  0.39814  0.00000  0.79628  0.35072  0.04742
    12     10  0.91770  0.45885 -0.00000  0.91770  0.33997  0.11888  0.91770  0.00000  0.45885  0.91770  0.45885  0.00000  0.91770  0.45885 -0.00000  0.91770  0.33997  0.11888  0.91770  0.45885  0.00000  0.91770  0.45885 -0.00000  0.91770  0.45885  0.00000  0.91770  0.45885  0.00000
    12     11  1.57540  0.78770  0.00000  1.57540  0.58362  0.20408  1.57540  0.00000  0.78770  1.57540  0.78770 -0.00000  1.57540  0.78770 -0.00000  1.57540  0.58362  0.20408  1.57540  0.78770  0.00000  1.57540  0.78770 -0.00000  1.57540  0.78770  0.00000  1.57540  0.78770  0.00000
    12     12  1.27713  0.63856  0.00000  1.67747  0.00000  0.83873  1.67747  0.00000  0.83873  1.67747  0.63856  0.20017  1.67747  0.00000  0.83873  1.67747  0.32950  0.50924  1.67747  0.82247  0.01626  1.67747  0.05972  0.77902  1.67747  0.83873  0.00000  1.67747  0.83369  0.00504
    12     13  1.71086  0.00000  0.85543  1.71086  0.00000  0.85543  1.71086  0.00000  0.85543  1.71086  0.00000  0.85543  1.71086  0.00000  0.85543  1.71086  0.00000  0.85543  1.71086  0.74960  0.10583  1.71086  0.00000  0.85543  1.71086  0.85543  0.00000  1.71086  0.82262  0.03281
    13      6  0.35554  0.17777  0.00000  0.35554  0.17777  0.00000  0.35554  0.17777  0.00000  0.35554  0.17777  0.00000  0.35554  0.17777 -0.00000  0.35554  0.17777  0.00000  0.35554  0.17777  0.00000  0.35554  0.17777 -0.00000  0.35554  0.17777  0.00000  0.35554  0.17777  0.00000
    13      7  0.49469  0.24735  0.00000  0.49469  0.00000  0.24735  0.49469  0.24735  0.00000  0.49469  0.24735  0.00000  0.49469  0.15948  0.08786  0.49469  0.24735  0.00000  0.49469  0.24735  0.00000  0.49469  0.23530  0.01205  0.49469  0.24735  0.00000  0.49469  0.24735  0.00000
    13      8  0.63694  0.31847  0.00000  0.63694  0.31847 -0.00000  0.63694  0.31847  0.00000  0.63694  0.31847  0.00000  0.63694  0.31847  0.00000  0.63694  0.31847  0.00000  0.63694  0.31847  0.00000  0.63694  0.31847  0.00000  0.63694  0.31847 -0.00000  0.63694  0.31847  0.00000
    13      9  0.77272  0.38636 -0.00000  0.77272  0.00000  0.38636  0.77272  0.33018  0.05618  0.77272  0.38636  0.00000  0.77272  0.23689  0.14947  0.77272  0.38636 -0.00000  0.77272  0.38636  0.00000  0.77272  0.38636  0.00000  0.77272  0.38636  0.00000  0.77272  0.38636 -0.00000
    13     10  0.89293  0.36694  0.07953  0.89293  0.00000  0.44646  0.89293  0.00000  0.44646  0.89293  0.41850  0.02796  0.89293  0.00000  0.44646  0.89293  0.44646  0.00000  0.89293  0.29958  0.14689  0.89293  0.43607  0.01040  0.89293  0.44646  0.00000  0.89293  0.08813  0.35833
    13     11  1.53021  0.62882  0.13628  1.53021  0.00000  0.76511  1.53021  0.00000  0.76511  1.53021  0.00131  0.76380  1.53021  0.00000  0.76511  1.53021  0.76511  0.00000  1.53021  0.51338  0.25172  1.53021  0.22212  0.54299  1.53021  0.35278  0.41233  1.53021  0.15103  0.61407
    13     12  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828  1.63656  0.00000  0.81828
    13     13  1.31487  0.59857  0.05886  1.31487  0.00000  0.65743  1.31487  0.00000  0.65743  1.67713  0.83856  0.00000  1.67713  0.04239  0.79617  1.31487  0.00000  0.65743  1.67713  0.83856  0.00000  1.67713  0.83856  0.00000  1.67713  0.83068  0.00788  1.67713  0.24384  0.59472
    14      7  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000  0.47277  0.23638  0.00000
    14      8  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472  0.60944  0.00000  0.30472
    14      9  0.74006  0.00106  0.36897  0.74006  0.00000  0.37003  0.74006  0.00000  0.37003  0.74006  0.37003  0.00000  0.74006  0.00000  0.37003  0.74006  0.00000  0.37003  0.74006  0.00000  0.37003  0.74006  0.00000  0.37003  0.74006  0.00000  0.37003  0.74006  0.22218  0.14785
    14     10  0.85589  0.00123  0.42672  0.85589  0.00069  0.42726  0.85589  0.42795  0.00000  0.85589  0.42795  0.00000  0.85589  0.25161  0.17633  0.85589  0.42348  0.00447  0.85589  0.34270  0.08525  0.85589  0.42795  0.00000  0.85589  0.42795  0.00000  0.85589  0.25695  0.17099
    14     11  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780  1.45560  0.00000  0.72780
    14     12  1.55936  0.74185  0.03783  1.55936  0.00681  0.77287  1.55936  0.00000  0.77968  1.55936  0.66619  0.11349  1.55936  0.18215  0.59753  1.55936  0.77968  0.00000  1.55936  0.50900  0.27067  1.55936  0.00000  0.77968  1.55936  0.00000  0.77968  1.55936  0.77968  0.00000
    14     13  1.60013  0.00000  0.80007  1.60013  0.01608  0.78398  1.60013  0.00000  0.80007  1.60013  0.59384  0.20622  1.60013  0.39802  0.40204  1.60013  0.80007  0.00000  1.60013  0.00000  0.80007  1.60013  0.00000  0.80007  1.60013  0.80007  0.00000  1.60013  0.48587  0.31420
    15      7  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335  0.44670  0.00000  0.22335
    15      8  0.57604  0.00000  0.28802  0.57604  0.25689  0.03113  0.57604  0.00000  0.28802  0.57604  0.00000  0.28802  0.57604  0.28802  0.00000  0.57604  0.28802  0.00000  0.57604  0.24260  0.04542  0.57604  0.00057  0.28744  0.57604  0.00858  0.27944  0.57604  0.25689  0.03113
    15      9  0.69931  0.00000  0.34965  0.69931  0.31187  0.03779  0.69931  0.00000  0.34965  0.69931  0.00000  0.34965  0.69931  0.34965  0.00000  0.69931  0.34965 -0.00000  0.69931  0.34965  0.00000  0.69931  0.34965  0.00000  0.69931  0.01041  0.33924  0.69931  0.31187  0.03779
    15     10  0.35403  0.17702  0.00000  0.80809  0.37453  0.02951  0.80809  0.17033  0.23371  0.80809  0.18903  0.21501  0.80809  0.40404  0.00000  0.80809  0.34881  0.05523  0.80809  0.37559  0.02845  0.80809  0.00067  0.40337  0.35403  0.17702  0.00000  0.80809  0.37453  0.02951
    15     11  0.89490  0.25124  0.19621  0.89490  0.44745  0.00000  0.89490  0.39107  0.05639  0.89490  0.00000  0.44745  0.89490  0.44745  0.00000  0.89490  0.38242  0.06503  0.89490  0.41178  0.03567  0.89490  0.00073  0.44672  0.89490  0.44745  0.00000  0.89490  0.44745  0.00000
    15     12  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496  1.44993  0.00000  0.72496
    15     13  1.48378  0.74189  0.00000  1.48378  0.74189  0.00000  1.48378  0.74189  0.00000  1.48378  0.74189  0.00000  1.48378  0.74189  0.00000  1.48378  0.74189  0.00000  1.48378  0.74189  0.00000  1.48378  0.74189 -0.00000  1.48378  0.74189 -0.00000  1.48378  0.74189  0.00000
    16      7  0.43658  0.21429  0.00400  0.43658  0.00000  0.21829  0.43658  0.21829  0.00000  0.43658  0.21829  0.00000  0.43658  0.00857  0.20972  0.43658  0.21829  0.00000  0.43658  0.06143  0.15686  0.43658  0.21829 -0.00000  0.43658  0.00000  0.21829  0.43658  0.00000  0.21829
    16      8  0.56300  0.28150  0.00000  0.56300  0.28150  0.00000  0.56300  0.28150  0.00000  0.56300  0.28150  0.00000  0.56300  0.28150  0.00000  0.56300  0.28150  0.00000  0.56300  0.28150 -0.00000  0.56300  0.28150 -0.00000  0.56300  0.28150  0.00000  0.56300  0.28150  0.00000
    16      9  0.68351  0.34176  0.00000  0.68351  0.34176  0.00000  0.68351  0.34176  0.00000  0.68351  0.34176  0.00000  0.68351  0.34176 -0.00000  0.68351  0.34176  0.00000  0.68351  0.34176 -0.00000  0.68351  0.34176 -0.00000  0.68351  0.34176  0.00000  0.68351  0.34176  0.00000
    16     10  0.78982  0.39491  0.00000  0.78982  0.39491  0.00000  0.78982  0.39491  0.00000  0.78982  0.39491  0.00000  0.78982  0.39491 -0.00000  0.78982  0.39491  0.00000  0.78982  0.39491  0.00000  0.78982  0.39491  0.00000  0.78982  0.39491 -0.00000  0.78982  0.39491 -0.00000
    16     11  0.87451  0.00000  0.43725  0.87451  0.31892  0.11833  0.87451  0.00000  0.43725  0.87451  0.43725  0.00000  0.87451  0.00000  0.43725  0.87451  0.37828  0.05897  0.87451  0.43547  0.00179  0.87451  0.43725  0.00000  0.87451  0.12132  0.31593  0.87451  0.13625  0.30100
    16     12  1.40940  0.00000  0.70470  1.40940  0.62339  0.08131  1.40940  0.00000  0.70470  1.40940  0.63707  0.06763  1.40940  0.00000  0.70470  1.40940  0.00186  0.70284  1.40940  0.31635  0.38835  1.40940  0.63876  0.06594  1.40940  0.07744  0.62726  1.40940  0.70470  0.00000
    16     13  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055  1.44109  0.00000  0.72055
    17      7  0.44106  0.00000  0.22053  0.44106  0.14937  0.07116  0.44106  0.00000  0.22053  0.44106  0.00000  0.22053  0.44106  0.00000  0.22053  0.44106  0.00000  0.22053  0.44106  0.00000  0.22053  0.44106  0.22053  0.00000  0.44106  0.00000  0.22053  0.44106  0.00000  0.22053
    17      8  0.57024  0.00000  0.28512  0.57024  0.19311  0.09200  0.57024  0.00000  0.28512  0.57024  0.00000  0.28512  0.57024  0.00000  0.28512  0.57024  0.00000  0.28512  0.57024  0.00000  0.28512  0.57024  0.28512  0.00000  0.57024  0.00000  0.28512  0.57024  0.00000  0.28512
    17      9  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710  0.69420  0.00000  0.34710
    17     10  0.80455  0.00000  0.40228  0.80455  0.21582  0.18646  0.80455  0.00000  0.40228  0.80455  0.40228  0.00000  0.80455  0.40228  0.00000  0.80455  0.38360  0.01868  0.80455  0.00000  0.40228  0.80455  0.00000  0.40228  0.80455  0.39991  0.00237  0.80455  0.18205  0.22022
    17     11  0.89371  0.00000  0.44685  0.89371  0.00000  0.44685  0.89371  0.00000  0.44685  0.89371  0.04206  0.40479  0.89371  0.00000  0.44685  0.89371  0.15513  0.29172  0.89371  0.00000  0.44685  0.89371  0.00000  0.44685  0.89371  0.44685  0.00000  0.89371  0.00000  0.44685
    17     12  1.45306  0.72653  0.00000  1.45306  0.56141  0.16512  1.45306  0.72653  0.00000  1.45306  0.72653 -0.00000  1.45306  0.72653 -0.00000  1.45306  0.72653  0.00000  1.45306  0.72653  0.00000  1.45306  0.00000  0.72653  1.45306  0.72653  0.00000  1.45306  0.72653 -0.00000
    17     13  1.49259  0.74630 -0.00000  1.49259  0.74630  0.00000  1.49259  0.74630  0.00000  1.49259  0.00985  0.73645  1.49259  0.74630  0.00000  1.49259  0.18920  0.55709  1.49259  0.31211  0.43419  1.49259  0.74630  0.00000  1.49259  0.44147  0.30483  1.49259  0.20380  0.54249
